variable,91_1_label,91_1_type,91_1_present,91_2_label,91_2_type,91_2_present,95_label,95_type,95_present,99_label,99_type,99_present,103_label,103_type,103_present,106_label,106_type,106_present,110_label,110_type,110_present,years_count
b9,,,0,,,0,,,0,,,0,,,0,,,0,請問經濟戶長從事的原住民文化創意產業性質為何？ □(1)視覺藝術產業 □(2)音樂及表演藝術產業 □(3)文化資產應用及展演設施產業 □(4)工藝產業 □(5)電影產業 □(6)廣播電視產業 □(7)出版產業 □(8)廣告產業 □(9)產品設計產業 □(10)視覺傳達設計產業 □(11)設計品牌時尚產業 □(12)建築設計產業 □(13)數位內容產業 □(14)創意生活產業 □(15)流行音樂及文,character,1,1
b9o,,,0,,,0,,,0,,,0,,,0,,,0,b9o,character,1,1
c10,,,0,,,0,C10.受訪者的性別,haven_labelled,1,,,0,,,0,,,0,,,0,1
c1o,,,0,,,0,,,0,,,0,,,0,,,0,c1o,character,1,1
b2,,,0,,,0,,,0,,,0,,,0,,,0,請問經濟戶長今年幾歲？ □(1)15~19 歲 □(2)20~24 歲 □(3)25~29 歲 □(4)30~34 歲 □(5)35~39 歲 □(6)40~44 歲 □(7)45~49 歲 □(8)50~54 歲 □(9)55~59 歲 □(10)60~64 歲 □(11) 65~69歲 □(12) 70歲以上,character,1,1
b1,,,0,,,0,,,0,,,0,,,0,,,0,經濟戶長性別？□(1)男性 □(2)女性,character,1,1
a5_4,,,0,,,0,,,0,,,0,,,0,,,0,請問您家庭的主要經濟來源是什麼？(可複選，超過總收入五分之一者皆算入主要經濟來源) □(1)所得 □(2)兄弟姊妹提供 □(3)政府補助 □(4)社會捐助 □(5)父母提供 □(6)婆家或岳父母提供 □(7)親戚朋友提供 □(8)子女提供 □(9)其他，請說明_______________ B 部分：經濟戶長基本資料,character,1,1
a2_1_5,,,0,,,0,,,0,,,0,,,0,,,0,請問目前與您「同戶籍」且「共同生活」的有幾個人(包括自己且不限原住民)？_____人 【共同生活指一個星期同住5天以上者】,integer,1,1
a2_1_1,,,0,,,0,,,0,,,0,,,0,,,0,請問目前與您「同戶籍」且「共同生活」的有幾個人(包括自己且不限原住民)？_____人 【共同生活指一個星期同住5天以上者】,integer,1,1
a2_1_10,,,0,,,0,,,0,,,0,,,0,,,0,請問目前與您「同戶籍」且「共同生活」的有幾個人(包括自己且不限原住民)？_____人 【共同生活指一個星期同住5天以上者】,integer,1,1
a2_1_11,,,0,,,0,,,0,,,0,,,0,,,0,請問目前與您「同戶籍」且「共同生活」的有幾個人(包括自己且不限原住民)？_____人 【共同生活指一個星期同住5天以上者】,integer,1,1
a2_1_12,,,0,,,0,,,0,,,0,,,0,,,0,請問目前與您「同戶籍」且「共同生活」的有幾個人(包括自己且不限原住民)？_____人 【共同生活指一個星期同住5天以上者】,integer,1,1
a2_1_2,,,0,,,0,,,0,,,0,,,0,,,0,請問目前與您「同戶籍」且「共同生活」的有幾個人(包括自己且不限原住民)？_____人 【共同生活指一個星期同住5天以上者】,integer,1,1
a2_1_3,,,0,,,0,,,0,,,0,,,0,,,0,請問目前與您「同戶籍」且「共同生活」的有幾個人(包括自己且不限原住民)？_____人 【共同生活指一個星期同住5天以上者】,integer,1,1
a2_1_4,,,0,,,0,,,0,,,0,,,0,,,0,請問目前與您「同戶籍」且「共同生活」的有幾個人(包括自己且不限原住民)？_____人 【共同生活指一個星期同住5天以上者】,integer,1,1
a2_1_6,,,0,,,0,,,0,,,0,,,0,,,0,請問目前與您「同戶籍」且「共同生活」的有幾個人(包括自己且不限原住民)？_____人 【共同生活指一個星期同住5天以上者】,integer,1,1
a5_3,,,0,,,0,,,0,,,0,,,0,,,0,請問您家庭的主要經濟來源是什麼？(可複選，超過總收入五分之一者皆算入主要經濟來源) □(1)所得 □(2)兄弟姊妹提供 □(3)政府補助 □(4)社會捐助 □(5)父母提供 □(6)婆家或岳父母提供 □(7)親戚朋友提供 □(8)子女提供 □(9)其他，請說明_______________ B 部分：經濟戶長基本資料,character,1,1
a2_1_7,,,0,,,0,,,0,,,0,,,0,,,0,請問目前與您「同戶籍」且「共同生活」的有幾個人(包括自己且不限原住民)？_____人 【共同生活指一個星期同住5天以上者】,integer,1,1
a2_1_8,,,0,,,0,,,0,,,0,,,0,,,0,請問目前與您「同戶籍」且「共同生活」的有幾個人(包括自己且不限原住民)？_____人 【共同生活指一個星期同住5天以上者】,integer,1,1
a2_1_9,,,0,,,0,,,0,,,0,,,0,,,0,請問目前與您「同戶籍」且「共同生活」的有幾個人(包括自己且不限原住民)？_____人 【共同生活指一個星期同住5天以上者】,integer,1,1
a3,,,0,,,0,,,0,,,0,,,0,,,0,請問目前與您「同戶籍」，但「沒有住在一起」、「有經濟依賴關係」的有幾個人？__________人,integer,1,1
a4,,,0,,,0,,,0,,,0,,,0,,,0,請問目前與您「不同戶籍」，但「有住在一起」的有幾個人？__________人 【訪員自行填寫】家庭人數(A2+A3+A4)共_________________人,integer,1,1
a5_1,,,0,,,0,,,0,,,0,,,0,,,0,請問您家庭的主要經濟來源是什麼？(可複選，超過總收入五分之一者皆算入主要經濟來源) □(1)所得 □(2)兄弟姊妹提供 □(3)政府補助 □(4)社會捐助 □(5)父母提供 □(6)婆家或岳父母提供 □(7)親戚朋友提供 □(8)子女提供 □(9)其他，請說明_______________ B 部分：經濟戶長基本資料,character,1,1
a5_2,,,0,,,0,,,0,,,0,,,0,,,0,請問您家庭的主要經濟來源是什麼？(可複選，超過總收入五分之一者皆算入主要經濟來源) □(1)所得 □(2)兄弟姊妹提供 □(3)政府補助 □(4)社會捐助 □(5)父母提供 □(6)婆家或岳父母提供 □(7)親戚朋友提供 □(8)子女提供 □(9)其他，請說明_______________ B 部分：經濟戶長基本資料,character,1,1
c2o,,,0,,,0,,,0,,,0,,,0,,,0,c2o,numeric,1,1
c51_1,,,0,,,0,C5-11.6歲以下的原住民有幾位?____人,haven_labelled,1,,,0,,,0,,,0,,,0,1
d2_2,,,0,,,0,,,0,,,0,,,0,,,0,請問經濟戶長有沒有創業貸款？ □(1)有 □(2)沒有跳答D3,character,1,1
c51_2,,,0,,,0,C5-12.7-15歲的原住民有幾位?____人,haven_labelled,1,,,0,,,0,,,0,,,0,1
c74_7,,,0,,,0,C7-4.請問您為什麼不希望您的配偶外出工作?【複選題，選擇七】,haven_labelled,1,,,0,,,0,,,0,,,0,1
c74_8,,,0,,,0,C7-4.請問您為什麼不希望您的配偶外出工作?【複選題，選擇八】,haven_labelled,1,,,0,,,0,,,0,,,0,1
c8,,,0,,,0,C8.請問您目前的職業是什麼?,haven_labelled,1,,,0,,,0,,,0,,,0,1
c9,,,0,,,0,C9.請問您目前的行業是什麼?,haven_labelled,1,,,0,,,0,,,0,,,0,1
county1,,,0,,,0,,,0,,,0,,,0,,,0,county1,character,1,1
countya,,,0,,,0,,,0,鄉鎮市區,haven_labelled,1,,,0,,,0,,,0,1
d1,,,0,,,0,,,0,,,0,,,0,,,0,請問經濟戶長有沒有信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等消費性貸款呢？ □(1)有 □(2)沒有跳答D2,character,1,1
d1_1_1,,,0,,,0,,,0,,,0,,,0,,,0,請問經濟戶長有沒有信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等消費性貸款呢？ □(1)有 □(2)沒有跳答D2,character,1,1
d1_1_2,,,0,,,0,,,0,,,0,,,0,,,0,請問經濟戶長有沒有信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等消費性貸款呢？ □(1)有 □(2)沒有跳答D2,character,1,1
d1_1o,,,0,,,0,,,0,,,0,,,0,,,0,請問經濟戶長有沒有信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等消費性貸款呢？ □(1)有 □(2)沒有跳答D2,character,1,1
d1_2,,,0,,,0,,,0,,,0,,,0,,,0,請問經濟戶長有沒有信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等消費性貸款呢？ □(1)有 □(2)沒有跳答D2,character,1,1
d1_2o,,,0,,,0,,,0,,,0,,,0,,,0,請問經濟戶長有沒有信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等消費性貸款呢？ □(1)有 □(2)沒有跳答D2,numeric,1,1
d1_3,,,0,,,0,,,0,,,0,,,0,,,0,請問經濟戶長有沒有信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等消費性貸款呢？ □(1)有 □(2)沒有跳答D2,character,1,1
d1_3o,,,0,,,0,,,0,,,0,,,0,,,0,請問經濟戶長有沒有信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等消費性貸款呢？ □(1)有 □(2)沒有跳答D2,numeric,1,1
d2,,,0,,,0,,,0,,,0,,,0,,,0,請問經濟戶長有沒有創業貸款？ □(1)有 □(2)沒有跳答D3,character,1,1
d2_1_1,,,0,,,0,,,0,,,0,,,0,,,0,請問經濟戶長有沒有創業貸款？ □(1)有 □(2)沒有跳答D3,character,1,1
d2_1_2,,,0,,,0,,,0,,,0,,,0,,,0,請問經濟戶長有沒有創業貸款？ □(1)有 □(2)沒有跳答D3,character,1,1
c74_6,,,0,,,0,C7-4.請問您為什麼不希望您的配偶外出工作?【複選題，選擇六】,haven_labelled,1,,,0,,,0,,,0,,,0,1
c74_5,,,0,,,0,C7-4.請問您為什麼不希望您的配偶外出工作?【複選題，選擇五】,haven_labelled,1,,,0,,,0,,,0,,,0,1
c74_4,,,0,,,0,C7-4.請問您為什麼不希望您的配偶外出工作?【複選題，選擇四】,haven_labelled,1,,,0,,,0,,,0,,,0,1
c6_2o,,,0,,,0,,,0,,,0,,,0,,,0,請問您們家目前有沒有房屋貸款？ □(1)有 □(2)沒有跳答 D部分,numeric,1,1
c51_3,,,0,,,0,C5-13.16-54歲的原住民有幾位?____人,haven_labelled,1,,,0,,,0,,,0,,,0,1
c51_4,,,0,,,0,C5-14.55-64歲的原住民有幾位?____人,haven_labelled,1,,,0,,,0,,,0,,,0,1
c51_5,,,0,,,0,C5-15.65歲以上的原住民有幾位?____人,haven_labelled,1,,,0,,,0,,,0,,,0,1
c6_1_1,,,0,,,0,,,0,,,0,,,0,,,0,請問您們家目前有沒有房屋貸款？ □(1)有 □(2)沒有跳答 D部分,character,1,1
c6_1_2,,,0,,,0,,,0,,,0,,,0,,,0,請問您們家目前有沒有房屋貸款？ □(1)有 □(2)沒有跳答 D部分,character,1,1
c6_1o,,,0,,,0,,,0,,,0,,,0,,,0,請問您們家目前有沒有房屋貸款？ □(1)有 □(2)沒有跳答 D部分,character,1,1
c6_2,,,0,,,0,,,0,,,0,,,0,,,0,請問您們家目前有沒有房屋貸款？ □(1)有 □(2)沒有跳答 D部分,character,1,1
c6_3,,,0,,,0,,,0,,,0,,,0,,,0,請問您們家目前有沒有房屋貸款？ □(1)有 □(2)沒有跳答 D部分,character,1,1
c74_3,,,0,,,0,C7-4.請問您為什麼不希望您的配偶外出工作?【複選題，選擇三】,haven_labelled,1,,,0,,,0,,,0,,,0,1
c6_3o,,,0,,,0,,,0,,,0,,,0,,,0,請問您們家目前有沒有房屋貸款？ □(1)有 □(2)沒有跳答 D部分,numeric,1,1
c7,,,0,,,0,C7.請問您的先生(太太)是不是原住民?或是外籍配偶?,haven_labelled,1,,,0,,,0,,,0,,,0,1
c71,,,0,,,0,C7-1.請問您的先生(太太)是哪一個族別?,haven_labelled,1,,,0,,,0,,,0,,,0,1
c72,,,0,,,0,C7-2.請問您的配偶有沒有在工作?,haven_labelled,1,,,0,,,0,,,0,,,0,1
c73,,,0,,,0,C7-3.為了改善您的經濟狀況，請問您希不希望您的配偶也外出工作?,haven_labelled,1,,,0,,,0,,,0,,,0,1
c74_1,,,0,,,0,C7-4.請問您為什麼不希望您的配偶外出工作?【複選題，選擇一】,haven_labelled,1,,,0,,,0,,,0,,,0,1
c74_2,,,0,,,0,C7-4.請問您為什麼不希望您的配偶外出工作?【複選題，選擇二】,haven_labelled,1,,,0,,,0,,,0,,,0,1
g6o,,,0,,,0,,,0,,,0,,,0,,,0,g6o,numeric,1,1
g7_1,,,0,,,0,,,0,,,0,G7-1.請問您個人的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款總共借了多少錢?,haven_labelled,1,,,0,,,0,1
g7_1o,,,0,,,0,,,0,,,0,G7-1.請問您個人的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款總共借了多少錢?,numeric,1,,,0,,,0,1
j4_o,,,0,,,0,,,0,,,0,,,0,J4.經濟戶長個人每個月的「存款利息、跟會利息、股票利息、各種投資利息」收入總共是多,numeric,1,,,0,1
i4_3o,,,0,,,0,,,0,,,0,,,0,"I4-3.經濟戶長每個月要繳納的其他貸款總共是多少?(14)70,000元，請記錄__元",numeric,1,,,0,1
i4o,,,0,,,0,,,0,,,0,I4.包含您本人，全家每個月接受「政府發給津貼、補助、各種社會保險、私人保險」總收入,numeric,1,,,0,,,0,1
i5o,,,0,,,0,,,0,,,0,I5.包含您本人，全家每個月接受「紅白包禮金、私人發給救濟金/慰問金、向私人借住房屋省,numeric,1,,,0,,,0,1
i6,,,0,,,0,,,0,,,0,I6.包含您本人，全家每個月的「存款利息、跟會利息、股票利息、各種投資利息」總收入是,haven_labelled,1,,,0,,,0,1
i6o,,,0,,,0,,,0,,,0,I6.包含您本人，全家每個月的「存款利息、跟會利息、股票利息、各種投資利息」總收入是,numeric,1,,,0,,,0,1
i7o,,,0,,,0,,,0,,,0,I7.包含您本人，全家每個月的「房屋、土地出租租金」收入總共是多少?請記錄___元,numeric,1,,,0,,,0,1
i8,,,0,,,0,,,0,,,0,I8.包含您本人，全家每個月除了以上這些收入以外的「其他雜項」收入總共是多少?【過去ㄧ,haven_labelled,1,,,0,,,0,1
i8o,,,0,,,0,,,0,,,0,I8.包含您本人，全家每個月除了以上這些收入以外的「其他雜項」收入總共是多少?請記錄___,numeric,1,,,0,,,0,1
i9,,,0,,,0,,,0,,,0,I9.請問您家中有沒有人戶籍不在這裡，但是仍然每個月或定期會提供家裡金錢的家人?,haven_labelled,1,,,0,,,0,1
j1_1,,,0,,,0,,,0,,,0,,,0,,,0,請問您家中現在有哪些可上網設備？(可複選) □(1)桌上型電腦 □(2)筆記型電腦 □(3)平板電腦 □(4)智慧型手機 □(5)其他（請說明）__________________ □(6)都沒有,character,1,1
j1_2,,,0,,,0,,,0,,,0,,,0,,,0,請問您家中現在有哪些可上網設備？(可複選) □(1)桌上型電腦 □(2)筆記型電腦 □(3)平板電腦 □(4)智慧型手機 □(5)其他（請說明）__________________ □(6)都沒有,character,1,1
j1_3,,,0,,,0,,,0,,,0,,,0,,,0,請問您家中現在有哪些可上網設備？(可複選) □(1)桌上型電腦 □(2)筆記型電腦 □(3)平板電腦 □(4)智慧型手機 □(5)其他（請說明）__________________ □(6)都沒有,character,1,1
j1_4,,,0,,,0,,,0,,,0,,,0,,,0,請問您家中現在有哪些可上網設備？(可複選) □(1)桌上型電腦 □(2)筆記型電腦 □(3)平板電腦 □(4)智慧型手機 □(5)其他（請說明）__________________ □(6)都沒有,character,1,1
j1_o,,,0,,,0,,,0,,,0,,,0,J1.經濟戶長個人每個月「工作薪水、兼差薪水、加班費、退休金、年終獎金，以及從事農林,numeric,1,,,0,1
j2_o,,,0,,,0,,,0,,,0,,,0,J2.經濟戶長個人每個月接受「政府津貼補助、各種社會保險、私人保險受益」收入總共是多,numeric,1,,,0,1
j2o,,,0,,,0,,,0,,,0,J2.請問您全家每個月用在支付「房租、水電瓦斯、住宅裝修、建築物保險等」的支出?請記錄,numeric,1,,,0,,,0,1
j3_o,,,0,,,0,,,0,,,0,,,0,J3.經濟戶長個人每個月「紅白包禮金、私人發給救濟金/慰問金/獎助學金、向私人借住房屋,numeric,1,,,0,1
i4_3,,,0,,,0,,,0,,,0,,,0,I4-3.經濟戶長每個月要繳納的其他貸款總共是多少?【過去一年平均每個月的金額】,haven_labelled,1,,,0,1
i4_2o,,,0,,,0,,,0,,,0,,,0,"I4-2.經濟戶長的其他貸款總共借了多少錢?(13)1,000萬元以上，請記錄__萬元",numeric,1,,,0,1
i4_2,,,0,,,0,,,0,,,0,,,0,I4-2.經濟戶長的其他貸款總共借了多少錢?,haven_labelled,1,,,0,1
i2_6_9,,,0,,,0,,,0,,,0,,,0,,,0,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,1,1
i2_6_2,,,0,,,0,,,0,,,0,,,0,,,0,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,1,1
i2_6_3,,,0,,,0,,,0,,,0,,,0,,,0,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,1,1
i2_6_4,,,0,,,0,,,0,,,0,,,0,,,0,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,1,1
i2_6_5,,,0,,,0,,,0,,,0,,,0,,,0,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,1,1
i2_6_6,,,0,,,0,,,0,,,0,,,0,,,0,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,1,1
i2_6_7,,,0,,,0,,,0,,,0,,,0,,,0,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,1,1
i2_6_8,,,0,,,0,,,0,,,0,,,0,,,0,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,1,1
i2_6o,,,0,,,0,,,0,,,0,,,0,,,0,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,1,1
i4_1o,,,0,,,0,,,0,,,0,,,0,I4-1.經濟戶長向哪些單位借貸(複選)?(4)其他(請說明),character,1,,,0,1
i3_1,,,0,,,0,,,0,,,0,,,0,I3-1.經濟戶長向親友、雇主、店家等借錢、預支薪水、賒帳的金額大約多少?,haven_labelled,1,,,0,1
i3_1o,,,0,,,0,,,0,,,0,,,0,"I3-1.經濟戶長向親友、雇主、店家等借錢、預支薪水、賒帳的金額大約多少?(16)100,000元以上",numeric,1,,,0,1
i3_2,,,0,,,0,,,0,,,0,,,0,I3-2.經濟戶長每個月要還款的金額，總共是多少?(私人借貸，例如向親友錢買房車)【過去一,haven_labelled,1,,,0,1
i3_2o,,,0,,,0,,,0,,,0,,,0,"I3-2.經濟戶長每個月要還款的金額，總共是多少?(私人借貸，例如向親友錢買房車)(14)70,000元",numeric,1,,,0,1
i3o,,,0,,,0,,,0,,,0,I3.包含您本人，全家每個月的「工作薪水、兼差薪水、加班費、退休金，或是從事農林漁牧,numeric,1,,,0,,,0,1
i4_1_1,,,0,,,0,,,0,,,0,,,0,I4-1.經濟戶長向哪些單位借貸(複選)?單位一,haven_labelled,1,,,0,1
i4_1_2,,,0,,,0,,,0,,,0,,,0,I4-1.經濟戶長向哪些單位借貸(複選)?單位二,haven_labelled,1,,,0,1
j3o,,,0,,,0,,,0,,,0,J3.請問您全家每個月用在支付「上下班上下學通勤、搭乘交通工具、汽機車保養/油錢、汽機,numeric,1,,,0,,,0,1
j4o,,,0,,,0,,,0,,,0,J4.請問您全家每個月用在支付「看病就醫、繳醫療保險費、購買醫療用品/設備等」的費用是,numeric,1,,,0,,,0,1
i2_6_10,,,0,,,0,,,0,,,0,,,0,,,0,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,1,1
j5_o,,,0,,,0,,,0,,,0,,,0,"J5.經濟戶長個人每個月的「房屋、土地出租租金」收入總共是多少?(12)80,000元以上，請記錄__",numeric,1,,,0,1
k1_1o,,,0,,,0,,,0,,,0,,,0,"K1-1.經濟戶長每個月用於投資的金額是多少?(16)100,000元以上，請記錄__元",numeric,1,,,0,1
k1_2_b,,,0,,,0,,,0,,,0,,,0,K1.經濟戶長目前有從事以下哪些投資嗎(複選)?投資二,haven_labelled,1,,,0,1
k1_3_c,,,0,,,0,,,0,,,0,,,0,K1.經濟戶長目前有從事以下哪些投資嗎(複選)?投資三,haven_labelled,1,,,0,1
k1_4_d,,,0,,,0,,,0,,,0,,,0,K1.經濟戶長目前有從事以下哪些投資嗎(複選)?投資四,haven_labelled,1,,,0,1
k1_5_e,,,0,,,0,,,0,,,0,,,0,K1.經濟戶長目前有從事以下哪些投資嗎(複選)?投資五,haven_labelled,1,,,0,1
k1_6,,,0,,,0,,,0,K1.請問您個人目前有從事以下哪些投資嗎？(可複選),haven_labelled,1,,,0,,,0,,,0,1
k1_6_f,,,0,,,0,,,0,,,0,,,0,K1.經濟戶長目前有從事以下哪些投資嗎(複選)?投資六,haven_labelled,1,,,0,1
k1_7,,,0,,,0,,,0,K1.請問您個人目前有從事以下哪些投資嗎？(可複選),haven_labelled,1,,,0,,,0,,,0,1
k1_7_g,,,0,,,0,,,0,,,0,,,0,K1.經濟戶長目前有從事以下哪些投資嗎(複選)?投資七,haven_labelled,1,,,0,1
k1_8,,,0,,,0,,,0,K1.請問您個人目前有從事以下哪些投資嗎？(可複選),haven_labelled,1,,,0,,,0,,,0,1
k1_o,,,0,,,0,,,0,,,0,,,0,K1.經濟戶長目前有從事以下哪些投資嗎(複選)?(11)其他，請說明__,character,1,,,0,1
k1o,,,0,,,0,,,0,,,0,K1.請問您個人目前有從事以下哪些投資嗎?(可複選)其他(請說明),character,1,,,0,,,0,1
k2_o,,,0,,,0,,,0,,,0,,,0,"K2.經濟戶長每個月可以儲蓄(存錢)的金額是多少?(13)100,000元以上，請記錄__元",numeric,1,,,0,1
k2o,,,0,,,0,,,0,,,0,K2.請問您個人每個月可以儲蓄(存錢)的金額是多少?請記錄__元,numeric,1,,,0,,,0,1
k3_3,,,0,,,0,,,0,,,0,,,0,K3.除了經濟戶長本人，其他家人目前有從事以下哪些投資嗎(複選)?投資三,haven_labelled,1,,,0,1
k3_4,,,0,,,0,,,0,,,0,,,0,K3.除了經濟戶長本人，其他家人目前有從事以下哪些投資嗎(複選)?投資四,haven_labelled,1,,,0,1
k3_5,,,0,,,0,,,0,,,0,,,0,K3.除了經濟戶長本人，其他家人目前有從事以下哪些投資嗎(複選)?投資五,haven_labelled,1,,,0,1
k1_1ao,,,0,,,0,,,0,,,0,K1-1.請問您個人每個月用於投資的金額是多少?請記錄__元,numeric,1,,,0,,,0,1
k1_1_a,,,0,,,0,,,0,,,0,,,0,K1.經濟戶長目前有從事以下哪些投資嗎(複選)?投資一,haven_labelled,1,,,0,1
j7_9_2o,,,0,,,0,,,0,,,0,J7-9.「兒童/老人/身心障礙者照顧」支出金額  請記錄___元,numeric,1,,,0,,,0,1
j7_2_2o,,,0,,,0,,,0,,,0,J7-2.「各項學費/補習費/家教費」支出金額  請記錄___元,numeric,1,,,0,,,0,1
j5o,,,0,,,0,,,0,,,0,J5.請問您全家每個月用在支付「抽煙、飲酒、吃檳榔等」的費用是多少?請記錄___元,numeric,1,,,0,,,0,1
j6_o,,,0,,,0,,,0,,,0,,,0,"J6.除了以上這些收入以外，經濟戶長個人每個月「其他雜項」收入總共是多少?(12)80,000元以",numeric,1,,,0,1
j6o,,,0,,,0,,,0,,,0,J6.請問您全家每個月用在支付「繳各種稅、勞健保、農漁保險、買彩券、紅白包禮金、捐款,numeric,1,,,0,,,0,1
j7_10_1,,,0,,,0,,,0,,,0,J7-10.「其他費用」支出有無,haven_labelled,1,,,0,,,0,1
j7_10_2,,,0,,,0,,,0,,,0,J7-10.「其他費用」支出金額,haven_labelled,1,,,0,,,0,1
j7_10_2o,,,0,,,0,,,0,,,0,J7-10.「其他費用」支出金額  請記錄___元,numeric,1,,,0,,,0,1
j7_1_2o,,,0,,,0,,,0,,,0,J7-1.「打掃家庭/洗衣洗碗/請佣人」的支出金額  請記錄___元,character,1,,,0,,,0,1
j7_3_2o,,,0,,,0,,,0,,,0,J7-3.「報紙雜誌書籍文具」支出金額  請記錄___元,character,1,,,0,,,0,1
j7_9_2,,,0,,,0,,,0,,,0,J7-9.「兒童/老人/身心障礙者照顧」支出金額,haven_labelled,1,,,0,,,0,1
a2,,,0,,,0,,,0,,,0,,,0,,,0,請問目前與您「同戶籍」且「共同生活」的有幾個人(包括自己且不限原住民)？_____人 【共同生活指一個星期同住5天以上者】,integer,1,1
j7_5_2o,,,0,,,0,,,0,,,0,J7-5.「各項貸款/跟會的利息」支出金額  請記錄___元,numeric,1,,,0,,,0,1
j7_6_2o,,,0,,,0,,,0,,,0,J7-6.「外食費/學生住宿費/自助旅行住宿服務費」支出金額  請記錄___元,numeric,1,,,0,,,0,1
j7_7_2o,,,0,,,0,,,0,,,0,J7-7.「買衣服/鞋子/襪子各項衣物」支出金額  請記錄___元,numeric,1,,,0,,,0,1
j7_8_2o,,,0,,,0,,,0,,,0,J7-8.「買家具/家庭電器/廚房用具」支出金額  請記錄___元,numeric,1,,,0,,,0,1
j7_9,,,0,,,0,,,0,J7_9.請問您家庭過去一年沒有上述之支出,haven_labelled,1,,,0,,,0,,,0,1
j7_9_1,,,0,,,0,,,0,,,0,J7-9.「兒童/老人/身心障礙者照顧」支出有無,haven_labelled,1,,,0,,,0,1
i2_6_11,,,0,,,0,,,0,,,0,,,0,,,0,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,1,1
i2_6_1,,,0,,,0,,,0,,,0,,,0,,,0,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,1,1
g7_2,,,0,,,0,,,0,,,0,G7-2.請問您個人每個月要繳納的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等,haven_labelled,1,,,0,,,0,1
h7_8_2,,,0,,,0,,,0,,,0,,,0,,,0,除了以上的支出，請問您家庭110年有沒有以下的支出？【逐一提示選項，可複選】 全家每個月支付項目 有沒有支出 平均每個月支出金額(參考下表),character,1,1
h7_2_1,,,0,,,0,,,0,,,0,,,0,,,0,除了以上的支出，請問您家庭110年有沒有以下的支出？【逐一提示選項，可複選】 全家每個月支付項目 有沒有支出 平均每個月支出金額(參考下表),character,1,1
h7_2_2,,,0,,,0,,,0,,,0,,,0,,,0,除了以上的支出，請問您家庭110年有沒有以下的支出？【逐一提示選項，可複選】 全家每個月支付項目 有沒有支出 平均每個月支出金額(參考下表),character,1,1
h7_2_2o,,,0,,,0,,,0,,,0,,,0,,,0,除了以上的支出，請問您家庭110年有沒有以下的支出？【逐一提示選項，可複選】 全家每個月支付項目 有沒有支出 平均每個月支出金額(參考下表),numeric,1,1
